inventoryId,seriesId,podcastSeries,entityId,entityType,episodeNumber,episodeTitle,publicationDate,originalField,originalFieldIndex,originalLabel,originalUrl,normalizedUrl,canonicalUrlKey,platform,destinationType,mediaType,official,existingVerificationStatus,existingApprovalState,existingPreferredRank,existingPreferred,retiredDomainIndicator,reviewRequirement,inventoryTimestamp,inventoryGeneratorVersion,duplicateGroup,duplicateStatus,validationJobId
inv-00834,need-to-know-podcast,Need to Know,2024-need-to-know-episode-57,podcast_episode,57,Need to Know Episode #57 — Dolan's New USO Shockers,2024-10-17,officialMedia,0,Watch on YouTube,https://www.youtube.com/watch?v=kAhQmbCy1VE,https://youtube.com/watch?v=kAhQmbCy1VE,fa61e072e4f418cac92e,YouTube,episode,video,True,verified,approved,2,False,False,network_check_pending,2026-07-28T00:00:00Z,23.5C.1-1.0.0,dup-00282,authoritative,media-audit-731ba24ecf4d836f
inv-00835,need-to-know-podcast,Need to Know,2024-need-to-know-episode-57,podcast_episode,57,Need to Know Episode #57 — Dolan's New USO Shockers,2024-10-17,officialMedia,1,Browse Official YouTube Playlist,https://www.youtube.com/playlist?list=PLXdU8QbJkboeMcvUNyGpb9h6FUS9cVBti,https://youtube.com/playlist?list=PLXdU8QbJkboeMcvUNyGpb9h6FUS9cVBti,24259ff69bbafb114bed,YouTube,playlist,video,True,verified,approved,6,False,False,network_check_pending,2026-07-28T00:00:00Z,23.5C.1-1.0.0,dup-00281,authoritative,media-audit-5bc06c74e279faa1
inv-00836,need-to-know-podcast,Need to Know,2024-need-to-know-episode-57,podcast_episode,57,Need to Know Episode #57 — Dolan's New USO Shockers,2024-10-17,mediaLinks,0,Watch Need to Know Episode #57 on YouTube,https://www.youtube.com/watch?v=kAhQmbCy1VE,https://youtube.com/watch?v=kAhQmbCy1VE,fa61e072e4f418cac92e,YouTube,episode,video,True,legacy_unspecified,approved,,False,False,network_check_pending,2026-07-28T00:00:00Z,23.5C.1-1.0.0,dup-00282,duplicate,media-audit-731ba24ecf4d836f
inv-00837,need-to-know-podcast,Need to Know,2024-need-to-know-episode-57,podcast_episode,57,Need to Know Episode #57 — Dolan's New USO Shockers,2024-10-17,mediaLinks,1,Watch the official Need to Know collection,https://www.youtube.com/playlist?list=PLXdU8QbJkboeMcvUNyGpb9h6FUS9cVBti,https://youtube.com/playlist?list=PLXdU8QbJkboeMcvUNyGpb9h6FUS9cVBti,24259ff69bbafb114bed,YouTube,playlist,video,True,legacy_unspecified,approved,,False,False,network_check_pending,2026-07-28T00:00:00Z,23.5C.1-1.0.0,dup-00281,duplicate,media-audit-5bc06c74e279faa1
inv-00838,need-to-know-podcast,Need to Know,2024-need-to-know-episode-57,podcast_episode,57,Need to Know Episode #57 — Dolan's New USO Shockers,2024-10-17,referenceSources,0,Official Need to Know Episode 57 video — Dolan's New USO Shockers,https://www.youtube.com/watch?v=kAhQmbCy1VE,https://youtube.com/watch?v=kAhQmbCy1VE,fa61e072e4f418cac92e,YouTube,episode,video,False,legacy_unspecified,approved,,False,False,network_check_pending,2026-07-28T00:00:00Z,23.5C.1-1.0.0,dup-00282,duplicate,media-audit-731ba24ecf4d836f
inv-00839,need-to-know-podcast,Need to Know,2024-need-to-know-episode-57,podcast_episode,57,Need to Know Episode #57 — Dolan's New USO Shockers,2024-10-17,referenceSources,1,Need to Know official YouTube collection,https://www.youtube.com/playlist?list=PLXdU8QbJkboeMcvUNyGpb9h6FUS9cVBti,https://youtube.com/playlist?list=PLXdU8QbJkboeMcvUNyGpb9h6FUS9cVBti,24259ff69bbafb114bed,YouTube,playlist,video,False,legacy_unspecified,approved,,False,False,network_check_pending,2026-07-28T00:00:00Z,23.5C.1-1.0.0,dup-00281,duplicate,media-audit-5bc06c74e279faa1
inv-00840,need-to-know-podcast,Need to Know,2024-need-to-know-episode-58,podcast_episode,58,Need to Know Episode #58 — The Disclosure President?,2024-11-10,officialMedia,0,Watch on YouTube,https://www.youtube.com/watch?v=DtpBExdn2rc,https://youtube.com/watch?v=DtpBExdn2rc,3b9b252b644015755dad,YouTube,episode,video,True,verified,approved,2,False,False,network_check_pending,2026-07-28T00:00:00Z,23.5C.1-1.0.0,dup-00284,authoritative,media-audit-66e89a1279bea255
inv-00841,need-to-know-podcast,Need to Know,2024-need-to-know-episode-58,podcast_episode,58,Need to Know Episode #58 — The Disclosure President?,2024-11-10,officialMedia,1,Browse Official YouTube Playlist,https://www.youtube.com/playlist?list=PLXdU8QbJkboeMcvUNyGpb9h6FUS9cVBti,https://youtube.com/playlist?list=PLXdU8QbJkboeMcvUNyGpb9h6FUS9cVBti,24259ff69bbafb114bed,YouTube,playlist,video,True,verified,approved,6,False,False,network_check_pending,2026-07-28T00:00:00Z,23.5C.1-1.0.0,dup-00283,authoritative,media-audit-a0cdde80defda6f0
inv-00842,need-to-know-podcast,Need to Know,2024-need-to-know-episode-58,podcast_episode,58,Need to Know Episode #58 — The Disclosure President?,2024-11-10,mediaLinks,0,Watch Need to Know Episode #58 on YouTube,https://www.youtube.com/watch?v=DtpBExdn2rc,https://youtube.com/watch?v=DtpBExdn2rc,3b9b252b644015755dad,YouTube,episode,video,True,legacy_unspecified,approved,,False,False,network_check_pending,2026-07-28T00:00:00Z,23.5C.1-1.0.0,dup-00284,duplicate,media-audit-66e89a1279bea255
inv-00843,need-to-know-podcast,Need to Know,2024-need-to-know-episode-58,podcast_episode,58,Need to Know Episode #58 — The Disclosure President?,2024-11-10,mediaLinks,1,Watch the official Need to Know collection,https://www.youtube.com/playlist?list=PLXdU8QbJkboeMcvUNyGpb9h6FUS9cVBti,https://youtube.com/playlist?list=PLXdU8QbJkboeMcvUNyGpb9h6FUS9cVBti,24259ff69bbafb114bed,YouTube,playlist,video,True,legacy_unspecified,approved,,False,False,network_check_pending,2026-07-28T00:00:00Z,23.5C.1-1.0.0,dup-00283,duplicate,media-audit-a0cdde80defda6f0
inv-00844,need-to-know-podcast,Need to Know,2024-need-to-know-episode-58,podcast_episode,58,Need to Know Episode #58 — The Disclosure President?,2024-11-10,referenceSources,0,Official Need to Know Episode 58 video — The Disclosure President?,https://www.youtube.com/watch?v=DtpBExdn2rc,https://youtube.com/watch?v=DtpBExdn2rc,3b9b252b644015755dad,YouTube,episode,video,False,legacy_unspecified,approved,,False,False,network_check_pending,2026-07-28T00:00:00Z,23.5C.1-1.0.0,dup-00284,duplicate,media-audit-66e89a1279bea255
inv-00845,need-to-know-podcast,Need to Know,2024-need-to-know-episode-58,podcast_episode,58,Need to Know Episode #58 — The Disclosure President?,2024-11-10,referenceSources,1,Need to Know official YouTube collection,https://www.youtube.com/playlist?list=PLXdU8QbJkboeMcvUNyGpb9h6FUS9cVBti,https://youtube.com/playlist?list=PLXdU8QbJkboeMcvUNyGpb9h6FUS9cVBti,24259ff69bbafb114bed,YouTube,playlist,video,False,legacy_unspecified,approved,,False,False,network_check_pending,2026-07-28T00:00:00Z,23.5C.1-1.0.0,dup-00283,duplicate,media-audit-a0cdde80defda6f0
inv-00846,need-to-know-podcast,Need to Know,2024-need-to-know-episode-59,podcast_episode,59,Need to Know Episode #59 — Jingle Drones,2024-12-09,officialMedia,0,Watch on YouTube,https://www.youtube.com/watch?v=KLXqSz4xAzE,https://youtube.com/watch?v=KLXqSz4xAzE,6c95b5ab34358ce5df51,YouTube,episode,video,True,verified,approved,2,False,False,network_check_pending,2026-07-28T00:00:00Z,23.5C.1-1.0.0,dup-00286,authoritative,media-audit-17a75ae0a3ef5f04
inv-00847,need-to-know-podcast,Need to Know,2024-need-to-know-episode-59,podcast_episode,59,Need to Know Episode #59 — Jingle Drones,2024-12-09,officialMedia,1,Browse Official YouTube Playlist,https://www.youtube.com/playlist?list=PLXdU8QbJkboeMcvUNyGpb9h6FUS9cVBti,https://youtube.com/playlist?list=PLXdU8QbJkboeMcvUNyGpb9h6FUS9cVBti,24259ff69bbafb114bed,YouTube,playlist,video,True,verified,approved,6,False,False,network_check_pending,2026-07-28T00:00:00Z,23.5C.1-1.0.0,dup-00285,authoritative,media-audit-9dbbdd62170dd30f
inv-00848,need-to-know-podcast,Need to Know,2024-need-to-know-episode-59,podcast_episode,59,Need to Know Episode #59 — Jingle Drones,2024-12-09,mediaLinks,0,Watch Need to Know Episode #59 on YouTube,https://www.youtube.com/watch?v=KLXqSz4xAzE,https://youtube.com/watch?v=KLXqSz4xAzE,6c95b5ab34358ce5df51,YouTube,episode,video,True,legacy_unspecified,approved,,False,False,network_check_pending,2026-07-28T00:00:00Z,23.5C.1-1.0.0,dup-00286,duplicate,media-audit-17a75ae0a3ef5f04
inv-00849,need-to-know-podcast,Need to Know,2024-need-to-know-episode-59,podcast_episode,59,Need to Know Episode #59 — Jingle Drones,2024-12-09,mediaLinks,1,Watch the official Need to Know collection,https://www.youtube.com/playlist?list=PLXdU8QbJkboeMcvUNyGpb9h6FUS9cVBti,https://youtube.com/playlist?list=PLXdU8QbJkboeMcvUNyGpb9h6FUS9cVBti,24259ff69bbafb114bed,YouTube,playlist,video,True,legacy_unspecified,approved,,False,False,network_check_pending,2026-07-28T00:00:00Z,23.5C.1-1.0.0,dup-00285,duplicate,media-audit-9dbbdd62170dd30f
inv-00850,need-to-know-podcast,Need to Know,2024-need-to-know-episode-59,podcast_episode,59,Need to Know Episode #59 — Jingle Drones,2024-12-09,referenceSources,0,Official Need to Know Episode 59 video — Jingle Drones,https://www.youtube.com/watch?v=KLXqSz4xAzE,https://youtube.com/watch?v=KLXqSz4xAzE,6c95b5ab34358ce5df51,YouTube,episode,video,False,legacy_unspecified,approved,,False,False,network_check_pending,2026-07-28T00:00:00Z,23.5C.1-1.0.0,dup-00286,duplicate,media-audit-17a75ae0a3ef5f04
inv-00851,need-to-know-podcast,Need to Know,2024-need-to-know-episode-59,podcast_episode,59,Need to Know Episode #59 — Jingle Drones,2024-12-09,referenceSources,1,Need to Know official YouTube collection,https://www.youtube.com/playlist?list=PLXdU8QbJkboeMcvUNyGpb9h6FUS9cVBti,https://youtube.com/playlist?list=PLXdU8QbJkboeMcvUNyGpb9h6FUS9cVBti,24259ff69bbafb114bed,YouTube,playlist,video,False,legacy_unspecified,approved,,False,False,network_check_pending,2026-07-28T00:00:00Z,23.5C.1-1.0.0,dup-00285,duplicate,media-audit-9dbbdd62170dd30f
inv-00852,weaponized-podcast,WEAPONIZED,2024-weaponized-episode-46,podcast_episode,46,"WEAPONIZED Episode #46 — Richard Dolan on Disclosure, History, and USO Cases",2024-01-08,officialMedia,0,Open Official Episode Page,https://www.weaponizedpodcast.com/episodes-2/episode-46,https://weaponizedpodcast.com/episodes-2/episode-46,7086c815b47c1fdde2a4,Official website,episode,web_page,True,verified,approved,1,False,False,network_check_pending,2026-07-28T00:00:00Z,23.5C.1-1.0.0,dup-00288,authoritative,media-audit-f98d6076131eee66
inv-00853,weaponized-podcast,WEAPONIZED,2024-weaponized-episode-46,podcast_episode,46,"WEAPONIZED Episode #46 — Richard Dolan on Disclosure, History, and USO Cases",2024-01-08,officialMedia,1,Browse Official Podcast Archive,https://link.chtbl.com/Weaponized,https://link.chtbl.com/Weaponized,e431bef40967149e37ee,RSS,series,audio,True,verified,approved,6,False,False,network_check_pending,2026-07-28T00:00:00Z,23.5C.1-1.0.0,dup-00287,authoritative,media-audit-7b89be17defdd5f0
inv-00854,weaponized-podcast,WEAPONIZED,2024-weaponized-episode-46,podcast_episode,46,"WEAPONIZED Episode #46 — Richard Dolan on Disclosure, History, and USO Cases",2024-01-08,mediaLinks,0,Open the official Episode #46 page,https://www.weaponizedpodcast.com/episodes-2/episode-46,https://weaponizedpodcast.com/episodes-2/episode-46,7086c815b47c1fdde2a4,WEAPONIZED,episode,web_page,True,legacy_unspecified,approved,,False,False,network_check_pending,2026-07-28T00:00:00Z,23.5C.1-1.0.0,dup-00288,duplicate,media-audit-f98d6076131eee66
inv-00855,weaponized-podcast,WEAPONIZED,2024-weaponized-episode-46,podcast_episode,46,"WEAPONIZED Episode #46 — Richard Dolan on Disclosure, History, and USO Cases",2024-01-08,mediaLinks,1,Listen to WEAPONIZED,https://link.chtbl.com/Weaponized,https://link.chtbl.com/Weaponized,e431bef40967149e37ee,Official audio feed,series,web_page,True,legacy_unspecified,approved,,False,False,network_check_pending,2026-07-28T00:00:00Z,23.5C.1-1.0.0,dup-00287,duplicate,media-audit-7b89be17defdd5f0
inv-00856,weaponized-podcast,WEAPONIZED,2024-weaponized-episode-46,podcast_episode,46,"WEAPONIZED Episode #46 — Richard Dolan on Disclosure, History, and USO Cases",2024-01-08,referenceSources,0,Official WEAPONIZED Episode #46 page,https://www.weaponizedpodcast.com/episodes-2/episode-46,https://weaponizedpodcast.com/episodes-2/episode-46,7086c815b47c1fdde2a4,WEAPONIZED website,episode,web_page,False,legacy_unspecified,approved,,False,False,network_check_pending,2026-07-28T00:00:00Z,23.5C.1-1.0.0,dup-00288,duplicate,media-audit-f98d6076131eee66
inv-00857,weaponized-podcast,WEAPONIZED,2024-weaponized-episode-46,podcast_episode,46,"WEAPONIZED Episode #46 — Richard Dolan on Disclosure, History, and USO Cases",2024-01-08,referenceSources,1,Listen to WEAPONIZED,https://link.chtbl.com/Weaponized,https://link.chtbl.com/Weaponized,e431bef40967149e37ee,link.chtbl.com,series,web_page,False,legacy_unspecified,approved,,False,False,network_check_pending,2026-07-28T00:00:00Z,23.5C.1-1.0.0,dup-00287,duplicate,media-audit-7b89be17defdd5f0
inv-00858,weaponized-podcast,WEAPONIZED,2024-weaponized-episode-47,podcast_episode,47,WEAPONIZED Episode #47 — The Jellyfish UAP Investigation,2024-01-15,officialMedia,0,Open Official Episode Page,https://www.weaponizedpodcast.com/episodes-2/episode-47,https://weaponizedpodcast.com/episodes-2/episode-47,e2784250fe8b7909ec2f,Official website,episode,web_page,True,verified,approved,1,False,False,network_check_pending,2026-07-28T00:00:00Z,23.5C.1-1.0.0,dup-00290,authoritative,media-audit-cc5fb0948b7127bb
inv-00859,weaponized-podcast,WEAPONIZED,2024-weaponized-episode-47,podcast_episode,47,WEAPONIZED Episode #47 — The Jellyfish UAP Investigation,2024-01-15,officialMedia,1,Browse Official Podcast Archive,https://link.chtbl.com/Weaponized,https://link.chtbl.com/Weaponized,e431bef40967149e37ee,RSS,series,audio,True,verified,approved,6,False,False,network_check_pending,2026-07-28T00:00:00Z,23.5C.1-1.0.0,dup-00289,authoritative,media-audit-eb3bfdd71ea78524
inv-00860,weaponized-podcast,WEAPONIZED,2024-weaponized-episode-47,podcast_episode,47,WEAPONIZED Episode #47 — The Jellyfish UAP Investigation,2024-01-15,mediaLinks,0,Open the official Episode #47 page,https://www.weaponizedpodcast.com/episodes-2/episode-47,https://weaponizedpodcast.com/episodes-2/episode-47,e2784250fe8b7909ec2f,WEAPONIZED,episode,web_page,True,legacy_unspecified,approved,,False,False,network_check_pending,2026-07-28T00:00:00Z,23.5C.1-1.0.0,dup-00290,duplicate,media-audit-cc5fb0948b7127bb
inv-00861,weaponized-podcast,WEAPONIZED,2024-weaponized-episode-47,podcast_episode,47,WEAPONIZED Episode #47 — The Jellyfish UAP Investigation,2024-01-15,mediaLinks,1,Listen to WEAPONIZED,https://link.chtbl.com/Weaponized,https://link.chtbl.com/Weaponized,e431bef40967149e37ee,Official audio feed,series,web_page,True,legacy_unspecified,approved,,False,False,network_check_pending,2026-07-28T00:00:00Z,23.5C.1-1.0.0,dup-00289,duplicate,media-audit-eb3bfdd71ea78524
inv-00862,weaponized-podcast,WEAPONIZED,2024-weaponized-episode-47,podcast_episode,47,WEAPONIZED Episode #47 — The Jellyfish UAP Investigation,2024-01-15,referenceSources,0,Official WEAPONIZED Episode #47 page,https://www.weaponizedpodcast.com/episodes-2/episode-47,https://weaponizedpodcast.com/episodes-2/episode-47,e2784250fe8b7909ec2f,WEAPONIZED website,episode,web_page,False,legacy_unspecified,approved,,False,False,network_check_pending,2026-07-28T00:00:00Z,23.5C.1-1.0.0,dup-00290,duplicate,media-audit-cc5fb0948b7127bb
inv-00863,weaponized-podcast,WEAPONIZED,2024-weaponized-episode-47,podcast_episode,47,WEAPONIZED Episode #47 — The Jellyfish UAP Investigation,2024-01-15,referenceSources,1,Listen to WEAPONIZED,https://link.chtbl.com/Weaponized,https://link.chtbl.com/Weaponized,e431bef40967149e37ee,link.chtbl.com,series,web_page,False,legacy_unspecified,approved,,False,False,network_check_pending,2026-07-28T00:00:00Z,23.5C.1-1.0.0,dup-00289,duplicate,media-audit-eb3bfdd71ea78524
inv-00864,weaponized-podcast,WEAPONIZED,2024-weaponized-episode-48,podcast_episode,48,"WEAPONIZED Episode #48 — Ernest Cline, UFO History, and Science-Fiction Culture",2024-01-22,officialMedia,0,Open Official Episode Page,https://www.weaponizedpodcast.com/episodes-2/episode-48,https://weaponizedpodcast.com/episodes-2/episode-48,7f36d9f57159e308febc,Official website,episode,web_page,True,verified,approved,1,False,False,network_check_pending,2026-07-28T00:00:00Z,23.5C.1-1.0.0,dup-00292,authoritative,media-audit-da5d5743e11e7465
inv-00865,weaponized-podcast,WEAPONIZED,2024-weaponized-episode-48,podcast_episode,48,"WEAPONIZED Episode #48 — Ernest Cline, UFO History, and Science-Fiction Culture",2024-01-22,officialMedia,1,Browse Official Podcast Archive,https://link.chtbl.com/Weaponized,https://link.chtbl.com/Weaponized,e431bef40967149e37ee,RSS,series,audio,True,verified,approved,6,False,False,network_check_pending,2026-07-28T00:00:00Z,23.5C.1-1.0.0,dup-00291,authoritative,media-audit-c13a173d4ffb1dd5
inv-00866,weaponized-podcast,WEAPONIZED,2024-weaponized-episode-48,podcast_episode,48,"WEAPONIZED Episode #48 — Ernest Cline, UFO History, and Science-Fiction Culture",2024-01-22,mediaLinks,0,Open the official Episode #48 page,https://www.weaponizedpodcast.com/episodes-2/episode-48,https://weaponizedpodcast.com/episodes-2/episode-48,7f36d9f57159e308febc,WEAPONIZED,episode,web_page,True,legacy_unspecified,approved,,False,False,network_check_pending,2026-07-28T00:00:00Z,23.5C.1-1.0.0,dup-00292,duplicate,media-audit-da5d5743e11e7465
inv-00867,weaponized-podcast,WEAPONIZED,2024-weaponized-episode-48,podcast_episode,48,"WEAPONIZED Episode #48 — Ernest Cline, UFO History, and Science-Fiction Culture",2024-01-22,mediaLinks,1,Listen to WEAPONIZED,https://link.chtbl.com/Weaponized,https://link.chtbl.com/Weaponized,e431bef40967149e37ee,Official audio feed,series,web_page,True,legacy_unspecified,approved,,False,False,network_check_pending,2026-07-28T00:00:00Z,23.5C.1-1.0.0,dup-00291,duplicate,media-audit-c13a173d4ffb1dd5
inv-00868,weaponized-podcast,WEAPONIZED,2024-weaponized-episode-48,podcast_episode,48,"WEAPONIZED Episode #48 — Ernest Cline, UFO History, and Science-Fiction Culture",2024-01-22,referenceSources,0,Official WEAPONIZED Episode #48 page,https://www.weaponizedpodcast.com/episodes-2/episode-48,https://weaponizedpodcast.com/episodes-2/episode-48,7f36d9f57159e308febc,WEAPONIZED website,episode,web_page,False,legacy_unspecified,approved,,False,False,network_check_pending,2026-07-28T00:00:00Z,23.5C.1-1.0.0,dup-00292,duplicate,media-audit-da5d5743e11e7465
inv-00869,weaponized-podcast,WEAPONIZED,2024-weaponized-episode-48,podcast_episode,48,"WEAPONIZED Episode #48 — Ernest Cline, UFO History, and Science-Fiction Culture",2024-01-22,referenceSources,1,Listen to WEAPONIZED,https://link.chtbl.com/Weaponized,https://link.chtbl.com/Weaponized,e431bef40967149e37ee,link.chtbl.com,series,web_page,False,legacy_unspecified,approved,,False,False,network_check_pending,2026-07-28T00:00:00Z,23.5C.1-1.0.0,dup-00291,duplicate,media-audit-c13a173d4ffb1dd5
inv-00870,weaponized-podcast,WEAPONIZED,2024-weaponized-episode-49,podcast_episode,49,"WEAPONIZED Episode #49 — Pushback, AARO, and the UFO Information War",2024-02-05,officialMedia,0,Open Official Episode Page,https://www.weaponizedpodcast.com/episodes-2/episode-49,https://weaponizedpodcast.com/episodes-2/episode-49,eabb93a140142dbdf18c,Official website,episode,web_page,True,verified,approved,1,False,False,network_check_pending,2026-07-28T00:00:00Z,23.5C.1-1.0.0,dup-00294,authoritative,media-audit-99d5dfead52c5ccd
inv-00871,weaponized-podcast,WEAPONIZED,2024-weaponized-episode-49,podcast_episode,49,"WEAPONIZED Episode #49 — Pushback, AARO, and the UFO Information War",2024-02-05,officialMedia,1,Browse Official Podcast Archive,https://link.chtbl.com/Weaponized,https://link.chtbl.com/Weaponized,e431bef40967149e37ee,RSS,series,audio,True,verified,approved,6,False,False,network_check_pending,2026-07-28T00:00:00Z,23.5C.1-1.0.0,dup-00293,authoritative,media-audit-e69f789cc67f7768
inv-00872,weaponized-podcast,WEAPONIZED,2024-weaponized-episode-49,podcast_episode,49,"WEAPONIZED Episode #49 — Pushback, AARO, and the UFO Information War",2024-02-05,mediaLinks,0,Open the official Episode #49 page,https://www.weaponizedpodcast.com/episodes-2/episode-49,https://weaponizedpodcast.com/episodes-2/episode-49,eabb93a140142dbdf18c,WEAPONIZED,episode,web_page,True,legacy_unspecified,approved,,False,False,network_check_pending,2026-07-28T00:00:00Z,23.5C.1-1.0.0,dup-00294,duplicate,media-audit-99d5dfead52c5ccd
inv-00873,weaponized-podcast,WEAPONIZED,2024-weaponized-episode-49,podcast_episode,49,"WEAPONIZED Episode #49 — Pushback, AARO, and the UFO Information War",2024-02-05,mediaLinks,1,Listen to WEAPONIZED,https://link.chtbl.com/Weaponized,https://link.chtbl.com/Weaponized,e431bef40967149e37ee,Official audio feed,series,web_page,True,legacy_unspecified,approved,,False,False,network_check_pending,2026-07-28T00:00:00Z,23.5C.1-1.0.0,dup-00293,duplicate,media-audit-e69f789cc67f7768
inv-00874,weaponized-podcast,WEAPONIZED,2024-weaponized-episode-49,podcast_episode,49,"WEAPONIZED Episode #49 — Pushback, AARO, and the UFO Information War",2024-02-05,referenceSources,0,Official WEAPONIZED Episode #49 page,https://www.weaponizedpodcast.com/episodes-2/episode-49,https://weaponizedpodcast.com/episodes-2/episode-49,eabb93a140142dbdf18c,WEAPONIZED website,episode,web_page,False,legacy_unspecified,approved,,False,False,network_check_pending,2026-07-28T00:00:00Z,23.5C.1-1.0.0,dup-00294,duplicate,media-audit-99d5dfead52c5ccd
inv-00875,weaponized-podcast,WEAPONIZED,2024-weaponized-episode-49,podcast_episode,49,"WEAPONIZED Episode #49 — Pushback, AARO, and the UFO Information War",2024-02-05,referenceSources,1,Listen to WEAPONIZED,https://link.chtbl.com/Weaponized,https://link.chtbl.com/Weaponized,e431bef40967149e37ee,link.chtbl.com,series,web_page,False,legacy_unspecified,approved,,False,False,network_check_pending,2026-07-28T00:00:00Z,23.5C.1-1.0.0,dup-00293,duplicate,media-audit-e69f789cc67f7768
inv-00876,weaponized-podcast,WEAPONIZED,2024-weaponized-episode-50,podcast_episode,50,WEAPONIZED Episode #50 — Washington Update on UAP Transparency and Congressional Oversight,2024-03-04,officialMedia,0,Open Official Episode Page,https://www.weaponizedpodcast.com/episodes-2/episode-50,https://weaponizedpodcast.com/episodes-2/episode-50,9591a82157d4706da947,Official website,episode,web_page,True,verified,approved,1,False,False,network_check_pending,2026-07-28T00:00:00Z,23.5C.1-1.0.0,dup-00296,authoritative,media-audit-460e61b9ed662d87
inv-00877,weaponized-podcast,WEAPONIZED,2024-weaponized-episode-50,podcast_episode,50,WEAPONIZED Episode #50 — Washington Update on UAP Transparency and Congressional Oversight,2024-03-04,officialMedia,1,Browse Official Podcast Archive,https://link.chtbl.com/Weaponized,https://link.chtbl.com/Weaponized,e431bef40967149e37ee,RSS,series,audio,True,verified,approved,6,False,False,network_check_pending,2026-07-28T00:00:00Z,23.5C.1-1.0.0,dup-00295,authoritative,media-audit-5c41abb6994cb7d7
inv-00878,weaponized-podcast,WEAPONIZED,2024-weaponized-episode-50,podcast_episode,50,WEAPONIZED Episode #50 — Washington Update on UAP Transparency and Congressional Oversight,2024-03-04,mediaLinks,0,Open the official Episode #50 page,https://www.weaponizedpodcast.com/episodes-2/episode-50,https://weaponizedpodcast.com/episodes-2/episode-50,9591a82157d4706da947,WEAPONIZED,episode,web_page,True,legacy_unspecified,approved,,False,False,network_check_pending,2026-07-28T00:00:00Z,23.5C.1-1.0.0,dup-00296,duplicate,media-audit-460e61b9ed662d87
inv-00879,weaponized-podcast,WEAPONIZED,2024-weaponized-episode-50,podcast_episode,50,WEAPONIZED Episode #50 — Washington Update on UAP Transparency and Congressional Oversight,2024-03-04,mediaLinks,1,Listen to WEAPONIZED,https://link.chtbl.com/Weaponized,https://link.chtbl.com/Weaponized,e431bef40967149e37ee,Official audio feed,series,web_page,True,legacy_unspecified,approved,,False,False,network_check_pending,2026-07-28T00:00:00Z,23.5C.1-1.0.0,dup-00295,duplicate,media-audit-5c41abb6994cb7d7
inv-00880,weaponized-podcast,WEAPONIZED,2024-weaponized-episode-50,podcast_episode,50,WEAPONIZED Episode #50 — Washington Update on UAP Transparency and Congressional Oversight,2024-03-04,referenceSources,0,Official WEAPONIZED Episode #50 page,https://www.weaponizedpodcast.com/episodes-2/episode-50,https://weaponizedpodcast.com/episodes-2/episode-50,9591a82157d4706da947,WEAPONIZED website,episode,web_page,False,legacy_unspecified,approved,,False,False,network_check_pending,2026-07-28T00:00:00Z,23.5C.1-1.0.0,dup-00296,duplicate,media-audit-460e61b9ed662d87
inv-00881,weaponized-podcast,WEAPONIZED,2024-weaponized-episode-50,podcast_episode,50,WEAPONIZED Episode #50 — Washington Update on UAP Transparency and Congressional Oversight,2024-03-04,referenceSources,1,Listen to WEAPONIZED,https://link.chtbl.com/Weaponized,https://link.chtbl.com/Weaponized,e431bef40967149e37ee,link.chtbl.com,series,web_page,False,legacy_unspecified,approved,,False,False,network_check_pending,2026-07-28T00:00:00Z,23.5C.1-1.0.0,dup-00295,duplicate,media-audit-5c41abb6994cb7d7
inv-00882,weaponized-podcast,WEAPONIZED,2024-weaponized-episode-51,podcast_episode,51,WEAPONIZED Episode #51 — Unreleased Episode Placeholder,2024-03-11,officialMedia,0,Open Official Episode Page,https://www.weaponizedpodcast.com/episodes-2/episode-51,https://weaponizedpodcast.com/episodes-2/episode-51,9b78e7c0c6ad4af691ee,Official website,episode,web_page,True,verified,approved,1,False,False,network_check_pending,2026-07-28T00:00:00Z,23.5C.1-1.0.0,dup-00298,authoritative,media-audit-7a761e3ed98a3e89
inv-00883,weaponized-podcast,WEAPONIZED,2024-weaponized-episode-51,podcast_episode,51,WEAPONIZED Episode #51 — Unreleased Episode Placeholder,2024-03-11,officialMedia,1,Browse Official Podcast Archive,https://link.chtbl.com/Weaponized,https://link.chtbl.com/Weaponized,e431bef40967149e37ee,RSS,series,audio,True,verified,approved,6,False,False,network_check_pending,2026-07-28T00:00:00Z,23.5C.1-1.0.0,dup-00297,authoritative,media-audit-1999765611b99a5f
inv-00884,weaponized-podcast,WEAPONIZED,2024-weaponized-episode-51,podcast_episode,51,WEAPONIZED Episode #51 — Unreleased Episode Placeholder,2024-03-11,mediaLinks,0,Open the official Episode #51 page,https://www.weaponizedpodcast.com/episodes-2/episode-51,https://weaponizedpodcast.com/episodes-2/episode-51,9b78e7c0c6ad4af691ee,WEAPONIZED,episode,web_page,True,legacy_unspecified,approved,,False,False,network_check_pending,2026-07-28T00:00:00Z,23.5C.1-1.0.0,dup-00298,duplicate,media-audit-7a761e3ed98a3e89
inv-00885,weaponized-podcast,WEAPONIZED,2024-weaponized-episode-51,podcast_episode,51,WEAPONIZED Episode #51 — Unreleased Episode Placeholder,2024-03-11,mediaLinks,1,Listen to WEAPONIZED,https://link.chtbl.com/Weaponized,https://link.chtbl.com/Weaponized,e431bef40967149e37ee,Official audio feed,series,web_page,True,legacy_unspecified,approved,,False,False,network_check_pending,2026-07-28T00:00:00Z,23.5C.1-1.0.0,dup-00297,duplicate,media-audit-1999765611b99a5f
