inventoryId,seriesId,podcastSeries,entityId,entityType,episodeNumber,episodeTitle,publicationDate,originalField,originalFieldIndex,originalLabel,originalUrl,normalizedUrl,canonicalUrlKey,platform,destinationType,mediaType,official,existingVerificationStatus,existingApprovalState,existingPreferredRank,existingPreferred,retiredDomainIndicator,reviewRequirement,inventoryTimestamp,inventoryGeneratorVersion,duplicateGroup,duplicateStatus,validationJobId
inv-00001,somewhere-in-the-skies-podcast,Somewhere in the Skies,2017-somewhere-in-the-skies-bonus-episode-movie-review-edition-justice-league,podcast_episode,,Somewhere in the Skies Special — BONUS EPISODE - Movie Review Edition: Justice League,2017-12-06,officialMedia,0,Browse Apple Podcasts Series Archive,https://podcasts.apple.com/us/podcast/somewhere-in-the-skies/id1227858637,https://podcasts.apple.com/us/podcast/somewhere-in-the-skies/id1227858637,1e6fb60da53fd5035e63,Apple Podcasts,series,audio,True,verified,approved,6,False,False,network_check_pending,2026-07-28T00:00:00Z,23.5C.1-1.0.0,dup-00001,authoritative,media-audit-303a3cc2642801aa
inv-00002,somewhere-in-the-skies-podcast,Somewhere in the Skies,2017-somewhere-in-the-skies-bonus-episode-movie-review-edition-justice-league,podcast_episode,,Somewhere in the Skies Special — BONUS EPISODE - Movie Review Edition: Justice League,2017-12-06,mediaLinks,0,Browse the official Apple Podcasts archive,https://podcasts.apple.com/us/podcast/somewhere-in-the-skies/id1227858637,https://podcasts.apple.com/us/podcast/somewhere-in-the-skies/id1227858637,1e6fb60da53fd5035e63,Apple Podcasts,series,audio,True,live_verified_fallback,approved,,False,False,network_check_pending,2026-07-28T00:00:00Z,23.5C.1-1.0.0,dup-00001,duplicate,media-audit-303a3cc2642801aa
inv-00003,somewhere-in-the-skies-podcast,Somewhere in the Skies,2017-somewhere-in-the-skies-bonus-episode-movie-review-edition-justice-league,podcast_episode,,Somewhere in the Skies Special — BONUS EPISODE - Movie Review Edition: Justice League,2017-12-06,referenceSources,0,Official Apple Podcasts series archive (episode-specific page unavailable),https://podcasts.apple.com/us/podcast/somewhere-in-the-skies/id1227858637,https://podcasts.apple.com/us/podcast/somewhere-in-the-skies/id1227858637,1e6fb60da53fd5035e63,Apple Podcasts,episode,audio,False,live_verified_fallback,approved,,False,False,network_check_pending,2026-07-28T00:00:00Z,23.5C.1-1.0.0,dup-00001,duplicate,media-audit-303a3cc2642801aa
inv-00004,somewhere-in-the-skies-podcast,Somewhere in the Skies,2017-somewhere-in-the-skies-bonus-episode-movie-review-edition-the-last-jedi,podcast_episode,,Somewhere in the Skies Special — BONUS EPISODE: Movie Review Edition: The Last Jedi,2017-12-21,officialMedia,0,Listen on Apple Podcasts,https://podcasts.apple.com/us/podcast/bonus-episode-movie-review-edition-the-last-jedi/id1227858637?i=1000398008703,https://podcasts.apple.com/us/podcast/bonus-episode-movie-review-edition-the-last-jedi/id1227858637?i=1000398008703,ed1662024ef563030e0a,Apple Podcasts,episode,audio,True,verified,approved,3,False,False,network_check_pending,2026-07-28T00:00:00Z,23.5C.1-1.0.0,dup-00002,authoritative,media-audit-21a820461110a43c
inv-00005,somewhere-in-the-skies-podcast,Somewhere in the Skies,2017-somewhere-in-the-skies-bonus-episode-movie-review-edition-the-last-jedi,podcast_episode,,Somewhere in the Skies Special — BONUS EPISODE: Movie Review Edition: The Last Jedi,2017-12-21,mediaLinks,0,Open exact episode on Apple Podcasts,https://podcasts.apple.com/us/podcast/bonus-episode-movie-review-edition-the-last-jedi/id1227858637?i=1000398008703,https://podcasts.apple.com/us/podcast/bonus-episode-movie-review-edition-the-last-jedi/id1227858637?i=1000398008703,ed1662024ef563030e0a,Apple Podcasts,episode,audio,True,live_verified,approved,,False,False,network_check_pending,2026-07-28T00:00:00Z,23.5C.1-1.0.0,dup-00002,duplicate,media-audit-21a820461110a43c
inv-00006,somewhere-in-the-skies-podcast,Somewhere in the Skies,2017-somewhere-in-the-skies-bonus-episode-movie-review-edition-the-last-jedi,podcast_episode,,Somewhere in the Skies Special — BONUS EPISODE: Movie Review Edition: The Last Jedi,2017-12-21,referenceSources,0,Exact Apple Podcasts episode page,https://podcasts.apple.com/us/podcast/bonus-episode-movie-review-edition-the-last-jedi/id1227858637?i=1000398008703,https://podcasts.apple.com/us/podcast/bonus-episode-movie-review-edition-the-last-jedi/id1227858637?i=1000398008703,ed1662024ef563030e0a,Apple Podcasts,episode,audio,False,live_verified,approved,,False,False,network_check_pending,2026-07-28T00:00:00Z,23.5C.1-1.0.0,dup-00002,duplicate,media-audit-21a820461110a43c
inv-00007,somewhere-in-the-skies-podcast,Somewhere in the Skies,2017-somewhere-in-the-skies-bonus-episode-reviewing-it-with-andrew-sanford,podcast_episode,,"Somewhere in the Skies Special — BONUS EPISODE : Reviewing ""IT"" with Andrew Sanford",2017-09-10,officialMedia,0,Browse Apple Podcasts Series Archive,https://podcasts.apple.com/us/podcast/somewhere-in-the-skies/id1227858637,https://podcasts.apple.com/us/podcast/somewhere-in-the-skies/id1227858637,1e6fb60da53fd5035e63,Apple Podcasts,series,audio,True,verified,approved,6,False,False,network_check_pending,2026-07-28T00:00:00Z,23.5C.1-1.0.0,dup-00003,authoritative,media-audit-927634c74292f011
inv-00008,somewhere-in-the-skies-podcast,Somewhere in the Skies,2017-somewhere-in-the-skies-bonus-episode-reviewing-it-with-andrew-sanford,podcast_episode,,"Somewhere in the Skies Special — BONUS EPISODE : Reviewing ""IT"" with Andrew Sanford",2017-09-10,mediaLinks,0,Browse the official Apple Podcasts archive,https://podcasts.apple.com/us/podcast/somewhere-in-the-skies/id1227858637,https://podcasts.apple.com/us/podcast/somewhere-in-the-skies/id1227858637,1e6fb60da53fd5035e63,Apple Podcasts,series,audio,True,live_verified_fallback,approved,,False,False,network_check_pending,2026-07-28T00:00:00Z,23.5C.1-1.0.0,dup-00003,duplicate,media-audit-927634c74292f011
inv-00009,somewhere-in-the-skies-podcast,Somewhere in the Skies,2017-somewhere-in-the-skies-bonus-episode-reviewing-it-with-andrew-sanford,podcast_episode,,"Somewhere in the Skies Special — BONUS EPISODE : Reviewing ""IT"" with Andrew Sanford",2017-09-10,referenceSources,0,Official Apple Podcasts series archive (episode-specific page unavailable),https://podcasts.apple.com/us/podcast/somewhere-in-the-skies/id1227858637,https://podcasts.apple.com/us/podcast/somewhere-in-the-skies/id1227858637,1e6fb60da53fd5035e63,Apple Podcasts,episode,audio,False,live_verified_fallback,approved,,False,False,network_check_pending,2026-07-28T00:00:00Z,23.5C.1-1.0.0,dup-00003,duplicate,media-audit-927634c74292f011
inv-00010,somewhere-in-the-skies-podcast,Somewhere in the Skies,2017-somewhere-in-the-skies-episode-1,podcast_episode,1,Somewhere in the Skies Episode #1 — Richard Dolan: Media Bias in UFO Coverage,2017-04-17,officialMedia,0,Browse Apple Podcasts Series Archive,https://podcasts.apple.com/us/podcast/somewhere-in-the-skies/id1227858637,https://podcasts.apple.com/us/podcast/somewhere-in-the-skies/id1227858637,1e6fb60da53fd5035e63,Apple Podcasts,series,audio,True,verified,approved,6,False,False,network_check_pending,2026-07-28T00:00:00Z,23.5C.1-1.0.0,dup-00004,authoritative,media-audit-d19327af089ad6f1
inv-00011,somewhere-in-the-skies-podcast,Somewhere in the Skies,2017-somewhere-in-the-skies-episode-1,podcast_episode,1,Somewhere in the Skies Episode #1 — Richard Dolan: Media Bias in UFO Coverage,2017-04-17,mediaLinks,0,Browse the official Apple Podcasts archive,https://podcasts.apple.com/us/podcast/somewhere-in-the-skies/id1227858637,https://podcasts.apple.com/us/podcast/somewhere-in-the-skies/id1227858637,1e6fb60da53fd5035e63,Apple Podcasts,series,audio,True,live_verified_fallback,approved,,False,False,network_check_pending,2026-07-28T00:00:00Z,23.5C.1-1.0.0,dup-00004,duplicate,media-audit-d19327af089ad6f1
inv-00012,somewhere-in-the-skies-podcast,Somewhere in the Skies,2017-somewhere-in-the-skies-episode-1,podcast_episode,1,Somewhere in the Skies Episode #1 — Richard Dolan: Media Bias in UFO Coverage,2017-04-17,referenceSources,0,Official Apple Podcasts series archive (episode-specific page unavailable),https://podcasts.apple.com/us/podcast/somewhere-in-the-skies/id1227858637,https://podcasts.apple.com/us/podcast/somewhere-in-the-skies/id1227858637,1e6fb60da53fd5035e63,Apple Podcasts,episode,audio,False,live_verified_fallback,approved,,False,False,network_check_pending,2026-07-28T00:00:00Z,23.5C.1-1.0.0,dup-00004,duplicate,media-audit-d19327af089ad6f1
inv-00013,somewhere-in-the-skies-podcast,Somewhere in the Skies,2017-somewhere-in-the-skies-episode-10,podcast_episode,10,Somewhere in the Skies Episode #10 — Mark O'Connell: The Close Encounters Man,2017-06-19,officialMedia,0,Browse Apple Podcasts Series Archive,https://podcasts.apple.com/us/podcast/somewhere-in-the-skies/id1227858637,https://podcasts.apple.com/us/podcast/somewhere-in-the-skies/id1227858637,1e6fb60da53fd5035e63,Apple Podcasts,series,audio,True,verified,approved,6,False,False,network_check_pending,2026-07-28T00:00:00Z,23.5C.1-1.0.0,dup-00005,authoritative,media-audit-580aacf4625951d6
inv-00014,somewhere-in-the-skies-podcast,Somewhere in the Skies,2017-somewhere-in-the-skies-episode-10,podcast_episode,10,Somewhere in the Skies Episode #10 — Mark O'Connell: The Close Encounters Man,2017-06-19,mediaLinks,0,Browse the official Apple Podcasts archive,https://podcasts.apple.com/us/podcast/somewhere-in-the-skies/id1227858637,https://podcasts.apple.com/us/podcast/somewhere-in-the-skies/id1227858637,1e6fb60da53fd5035e63,Apple Podcasts,series,audio,True,live_verified_fallback,approved,,False,False,network_check_pending,2026-07-28T00:00:00Z,23.5C.1-1.0.0,dup-00005,duplicate,media-audit-580aacf4625951d6
inv-00015,somewhere-in-the-skies-podcast,Somewhere in the Skies,2017-somewhere-in-the-skies-episode-10,podcast_episode,10,Somewhere in the Skies Episode #10 — Mark O'Connell: The Close Encounters Man,2017-06-19,referenceSources,0,Official Apple Podcasts series archive (episode-specific page unavailable),https://podcasts.apple.com/us/podcast/somewhere-in-the-skies/id1227858637,https://podcasts.apple.com/us/podcast/somewhere-in-the-skies/id1227858637,1e6fb60da53fd5035e63,Apple Podcasts,episode,audio,False,live_verified_fallback,approved,,False,False,network_check_pending,2026-07-28T00:00:00Z,23.5C.1-1.0.0,dup-00005,duplicate,media-audit-580aacf4625951d6
inv-00016,somewhere-in-the-skies-podcast,Somewhere in the Skies,2017-somewhere-in-the-skies-episode-11,podcast_episode,11,"Somewhere in the Skies Episode #11 — Erica Lukes: Dugway, Skinwalker Ranch, and UFOs over Utah",2017-06-26,officialMedia,0,Browse Apple Podcasts Series Archive,https://podcasts.apple.com/us/podcast/somewhere-in-the-skies/id1227858637,https://podcasts.apple.com/us/podcast/somewhere-in-the-skies/id1227858637,1e6fb60da53fd5035e63,Apple Podcasts,series,audio,True,verified,approved,6,False,False,network_check_pending,2026-07-28T00:00:00Z,23.5C.1-1.0.0,dup-00006,authoritative,media-audit-0bbfc497d51b1758
inv-00017,somewhere-in-the-skies-podcast,Somewhere in the Skies,2017-somewhere-in-the-skies-episode-11,podcast_episode,11,"Somewhere in the Skies Episode #11 — Erica Lukes: Dugway, Skinwalker Ranch, and UFOs over Utah",2017-06-26,mediaLinks,0,Browse the official Apple Podcasts archive,https://podcasts.apple.com/us/podcast/somewhere-in-the-skies/id1227858637,https://podcasts.apple.com/us/podcast/somewhere-in-the-skies/id1227858637,1e6fb60da53fd5035e63,Apple Podcasts,series,audio,True,live_verified_fallback,approved,,False,False,network_check_pending,2026-07-28T00:00:00Z,23.5C.1-1.0.0,dup-00006,duplicate,media-audit-0bbfc497d51b1758
inv-00018,somewhere-in-the-skies-podcast,Somewhere in the Skies,2017-somewhere-in-the-skies-episode-11,podcast_episode,11,"Somewhere in the Skies Episode #11 — Erica Lukes: Dugway, Skinwalker Ranch, and UFOs over Utah",2017-06-26,referenceSources,0,Official Apple Podcasts series archive (episode-specific page unavailable),https://podcasts.apple.com/us/podcast/somewhere-in-the-skies/id1227858637,https://podcasts.apple.com/us/podcast/somewhere-in-the-skies/id1227858637,1e6fb60da53fd5035e63,Apple Podcasts,episode,audio,False,live_verified_fallback,approved,,False,False,network_check_pending,2026-07-28T00:00:00Z,23.5C.1-1.0.0,dup-00006,duplicate,media-audit-0bbfc497d51b1758
inv-00019,somewhere-in-the-skies-podcast,Somewhere in the Skies,2017-somewhere-in-the-skies-episode-12,podcast_episode,12,Somewhere in the Skies Episode #12 — Simon Sharman: Cosmic Whistleblowers,2017-07-03,officialMedia,0,Browse Apple Podcasts Series Archive,https://podcasts.apple.com/us/podcast/somewhere-in-the-skies/id1227858637,https://podcasts.apple.com/us/podcast/somewhere-in-the-skies/id1227858637,1e6fb60da53fd5035e63,Apple Podcasts,series,audio,True,verified,approved,6,False,False,network_check_pending,2026-07-28T00:00:00Z,23.5C.1-1.0.0,dup-00007,authoritative,media-audit-d2fcee724e8cff7f
inv-00020,somewhere-in-the-skies-podcast,Somewhere in the Skies,2017-somewhere-in-the-skies-episode-12,podcast_episode,12,Somewhere in the Skies Episode #12 — Simon Sharman: Cosmic Whistleblowers,2017-07-03,mediaLinks,0,Browse the official Apple Podcasts archive,https://podcasts.apple.com/us/podcast/somewhere-in-the-skies/id1227858637,https://podcasts.apple.com/us/podcast/somewhere-in-the-skies/id1227858637,1e6fb60da53fd5035e63,Apple Podcasts,series,audio,True,live_verified_fallback,approved,,False,False,network_check_pending,2026-07-28T00:00:00Z,23.5C.1-1.0.0,dup-00007,duplicate,media-audit-d2fcee724e8cff7f
inv-00021,somewhere-in-the-skies-podcast,Somewhere in the Skies,2017-somewhere-in-the-skies-episode-12,podcast_episode,12,Somewhere in the Skies Episode #12 — Simon Sharman: Cosmic Whistleblowers,2017-07-03,referenceSources,0,Official Apple Podcasts series archive (episode-specific page unavailable),https://podcasts.apple.com/us/podcast/somewhere-in-the-skies/id1227858637,https://podcasts.apple.com/us/podcast/somewhere-in-the-skies/id1227858637,1e6fb60da53fd5035e63,Apple Podcasts,episode,audio,False,live_verified_fallback,approved,,False,False,network_check_pending,2026-07-28T00:00:00Z,23.5C.1-1.0.0,dup-00007,duplicate,media-audit-d2fcee724e8cff7f
inv-00022,somewhere-in-the-skies-podcast,Somewhere in the Skies,2017-somewhere-in-the-skies-episode-13,podcast_episode,13,Somewhere in the Skies Episode #13 — Mike Damante: Punk Rock and UFOs,2017-07-10,officialMedia,0,Browse Apple Podcasts Series Archive,https://podcasts.apple.com/us/podcast/somewhere-in-the-skies/id1227858637,https://podcasts.apple.com/us/podcast/somewhere-in-the-skies/id1227858637,1e6fb60da53fd5035e63,Apple Podcasts,series,audio,True,verified,approved,6,False,False,network_check_pending,2026-07-28T00:00:00Z,23.5C.1-1.0.0,dup-00008,authoritative,media-audit-a02bd6971c737259
inv-00023,somewhere-in-the-skies-podcast,Somewhere in the Skies,2017-somewhere-in-the-skies-episode-13,podcast_episode,13,Somewhere in the Skies Episode #13 — Mike Damante: Punk Rock and UFOs,2017-07-10,mediaLinks,0,Browse the official Apple Podcasts archive,https://podcasts.apple.com/us/podcast/somewhere-in-the-skies/id1227858637,https://podcasts.apple.com/us/podcast/somewhere-in-the-skies/id1227858637,1e6fb60da53fd5035e63,Apple Podcasts,series,audio,True,live_verified_fallback,approved,,False,False,network_check_pending,2026-07-28T00:00:00Z,23.5C.1-1.0.0,dup-00008,duplicate,media-audit-a02bd6971c737259
inv-00024,somewhere-in-the-skies-podcast,Somewhere in the Skies,2017-somewhere-in-the-skies-episode-13,podcast_episode,13,Somewhere in the Skies Episode #13 — Mike Damante: Punk Rock and UFOs,2017-07-10,referenceSources,0,Official Apple Podcasts series archive (episode-specific page unavailable),https://podcasts.apple.com/us/podcast/somewhere-in-the-skies/id1227858637,https://podcasts.apple.com/us/podcast/somewhere-in-the-skies/id1227858637,1e6fb60da53fd5035e63,Apple Podcasts,episode,audio,False,live_verified_fallback,approved,,False,False,network_check_pending,2026-07-28T00:00:00Z,23.5C.1-1.0.0,dup-00008,duplicate,media-audit-a02bd6971c737259
inv-00025,somewhere-in-the-skies-podcast,Somewhere in the Skies,2017-somewhere-in-the-skies-episode-14,podcast_episode,14,Somewhere in the Skies Episode #14 — Jeremy Corbell: UFOs as a Clockwork Orange,2017-07-17,officialMedia,0,Browse Apple Podcasts Series Archive,https://podcasts.apple.com/us/podcast/somewhere-in-the-skies/id1227858637,https://podcasts.apple.com/us/podcast/somewhere-in-the-skies/id1227858637,1e6fb60da53fd5035e63,Apple Podcasts,series,audio,True,verified,approved,6,False,False,network_check_pending,2026-07-28T00:00:00Z,23.5C.1-1.0.0,dup-00009,authoritative,media-audit-c2aa8b1ea8918151
inv-00026,somewhere-in-the-skies-podcast,Somewhere in the Skies,2017-somewhere-in-the-skies-episode-14,podcast_episode,14,Somewhere in the Skies Episode #14 — Jeremy Corbell: UFOs as a Clockwork Orange,2017-07-17,mediaLinks,0,Browse the official Apple Podcasts archive,https://podcasts.apple.com/us/podcast/somewhere-in-the-skies/id1227858637,https://podcasts.apple.com/us/podcast/somewhere-in-the-skies/id1227858637,1e6fb60da53fd5035e63,Apple Podcasts,series,audio,True,live_verified_fallback,approved,,False,False,network_check_pending,2026-07-28T00:00:00Z,23.5C.1-1.0.0,dup-00009,duplicate,media-audit-c2aa8b1ea8918151
inv-00027,somewhere-in-the-skies-podcast,Somewhere in the Skies,2017-somewhere-in-the-skies-episode-14,podcast_episode,14,Somewhere in the Skies Episode #14 — Jeremy Corbell: UFOs as a Clockwork Orange,2017-07-17,referenceSources,0,Official Apple Podcasts series archive (episode-specific page unavailable),https://podcasts.apple.com/us/podcast/somewhere-in-the-skies/id1227858637,https://podcasts.apple.com/us/podcast/somewhere-in-the-skies/id1227858637,1e6fb60da53fd5035e63,Apple Podcasts,episode,audio,False,live_verified_fallback,approved,,False,False,network_check_pending,2026-07-28T00:00:00Z,23.5C.1-1.0.0,dup-00009,duplicate,media-audit-c2aa8b1ea8918151
inv-00028,somewhere-in-the-skies-podcast,Somewhere in the Skies,2017-somewhere-in-the-skies-episode-15,podcast_episode,15,Somewhere in the Skies Episode #15 — David Jenkins: People of Earth,2017-07-24,officialMedia,0,Listen on Apple Podcasts,https://podcasts.apple.com/us/podcast/david-jenkins-people-of-earth/id1227858637?i=1000390228455,https://podcasts.apple.com/us/podcast/david-jenkins-people-of-earth/id1227858637?i=1000390228455,a7fd7c469279813bec92,Apple Podcasts,episode,audio,True,verified,approved,3,False,False,network_check_pending,2026-07-28T00:00:00Z,23.5C.1-1.0.0,dup-00010,authoritative,media-audit-8f66302789ade064
inv-00029,somewhere-in-the-skies-podcast,Somewhere in the Skies,2017-somewhere-in-the-skies-episode-15,podcast_episode,15,Somewhere in the Skies Episode #15 — David Jenkins: People of Earth,2017-07-24,mediaLinks,0,Open exact episode on Apple Podcasts,https://podcasts.apple.com/us/podcast/david-jenkins-people-of-earth/id1227858637?i=1000390228455,https://podcasts.apple.com/us/podcast/david-jenkins-people-of-earth/id1227858637?i=1000390228455,a7fd7c469279813bec92,Apple Podcasts,episode,audio,True,live_verified,approved,,False,False,network_check_pending,2026-07-28T00:00:00Z,23.5C.1-1.0.0,dup-00010,duplicate,media-audit-8f66302789ade064
inv-00030,somewhere-in-the-skies-podcast,Somewhere in the Skies,2017-somewhere-in-the-skies-episode-15,podcast_episode,15,Somewhere in the Skies Episode #15 — David Jenkins: People of Earth,2017-07-24,referenceSources,0,Exact Apple Podcasts episode page,https://podcasts.apple.com/us/podcast/david-jenkins-people-of-earth/id1227858637?i=1000390228455,https://podcasts.apple.com/us/podcast/david-jenkins-people-of-earth/id1227858637?i=1000390228455,a7fd7c469279813bec92,Apple Podcasts,episode,audio,False,live_verified,approved,,False,False,network_check_pending,2026-07-28T00:00:00Z,23.5C.1-1.0.0,dup-00010,duplicate,media-audit-8f66302789ade064
inv-00031,somewhere-in-the-skies-podcast,Somewhere in the Skies,2017-somewhere-in-the-skies-episode-16,podcast_episode,16,Somewhere in the Skies Episode #16 — Sammy Waisanen: The Howl Horror Program and Fire in the Sky,2017-07-31,officialMedia,0,Browse Apple Podcasts Series Archive,https://podcasts.apple.com/us/podcast/somewhere-in-the-skies/id1227858637,https://podcasts.apple.com/us/podcast/somewhere-in-the-skies/id1227858637,1e6fb60da53fd5035e63,Apple Podcasts,series,audio,True,verified,approved,6,False,False,network_check_pending,2026-07-28T00:00:00Z,23.5C.1-1.0.0,dup-00011,authoritative,media-audit-19a7e26233df2a10
inv-00032,somewhere-in-the-skies-podcast,Somewhere in the Skies,2017-somewhere-in-the-skies-episode-16,podcast_episode,16,Somewhere in the Skies Episode #16 — Sammy Waisanen: The Howl Horror Program and Fire in the Sky,2017-07-31,mediaLinks,0,Browse the official Apple Podcasts archive,https://podcasts.apple.com/us/podcast/somewhere-in-the-skies/id1227858637,https://podcasts.apple.com/us/podcast/somewhere-in-the-skies/id1227858637,1e6fb60da53fd5035e63,Apple Podcasts,series,audio,True,live_verified_fallback,approved,,False,False,network_check_pending,2026-07-28T00:00:00Z,23.5C.1-1.0.0,dup-00011,duplicate,media-audit-19a7e26233df2a10
inv-00033,somewhere-in-the-skies-podcast,Somewhere in the Skies,2017-somewhere-in-the-skies-episode-16,podcast_episode,16,Somewhere in the Skies Episode #16 — Sammy Waisanen: The Howl Horror Program and Fire in the Sky,2017-07-31,referenceSources,0,Official Apple Podcasts series archive (episode-specific page unavailable),https://podcasts.apple.com/us/podcast/somewhere-in-the-skies/id1227858637,https://podcasts.apple.com/us/podcast/somewhere-in-the-skies/id1227858637,1e6fb60da53fd5035e63,Apple Podcasts,episode,audio,False,live_verified_fallback,approved,,False,False,network_check_pending,2026-07-28T00:00:00Z,23.5C.1-1.0.0,dup-00011,duplicate,media-audit-19a7e26233df2a10
inv-00034,somewhere-in-the-skies-podcast,Somewhere in the Skies,2017-somewhere-in-the-skies-episode-17,podcast_episode,17,"Somewhere in the Skies Episode #17 — Peter Robbins: Imagery, Reality, and UFOs: Sorting Truth From Fiction",2017-08-07,officialMedia,0,Browse Apple Podcasts Series Archive,https://podcasts.apple.com/us/podcast/somewhere-in-the-skies/id1227858637,https://podcasts.apple.com/us/podcast/somewhere-in-the-skies/id1227858637,1e6fb60da53fd5035e63,Apple Podcasts,series,audio,True,verified,approved,6,False,False,network_check_pending,2026-07-28T00:00:00Z,23.5C.1-1.0.0,dup-00012,authoritative,media-audit-9995b283785e0113
inv-00035,somewhere-in-the-skies-podcast,Somewhere in the Skies,2017-somewhere-in-the-skies-episode-17,podcast_episode,17,"Somewhere in the Skies Episode #17 — Peter Robbins: Imagery, Reality, and UFOs: Sorting Truth From Fiction",2017-08-07,mediaLinks,0,Browse the official Apple Podcasts archive,https://podcasts.apple.com/us/podcast/somewhere-in-the-skies/id1227858637,https://podcasts.apple.com/us/podcast/somewhere-in-the-skies/id1227858637,1e6fb60da53fd5035e63,Apple Podcasts,series,audio,True,live_verified_fallback,approved,,False,False,network_check_pending,2026-07-28T00:00:00Z,23.5C.1-1.0.0,dup-00012,duplicate,media-audit-9995b283785e0113
inv-00036,somewhere-in-the-skies-podcast,Somewhere in the Skies,2017-somewhere-in-the-skies-episode-17,podcast_episode,17,"Somewhere in the Skies Episode #17 — Peter Robbins: Imagery, Reality, and UFOs: Sorting Truth From Fiction",2017-08-07,referenceSources,0,Official Apple Podcasts series archive (episode-specific page unavailable),https://podcasts.apple.com/us/podcast/somewhere-in-the-skies/id1227858637,https://podcasts.apple.com/us/podcast/somewhere-in-the-skies/id1227858637,1e6fb60da53fd5035e63,Apple Podcasts,episode,audio,False,live_verified_fallback,approved,,False,False,network_check_pending,2026-07-28T00:00:00Z,23.5C.1-1.0.0,dup-00012,duplicate,media-audit-9995b283785e0113
inv-00037,somewhere-in-the-skies-podcast,Somewhere in the Skies,2017-somewhere-in-the-skies-episode-18,podcast_episode,18,"Somewhere in the Skies Episode #18 — MJ Banias: Whiskey, UFOs, and Shaking the ET Hypothesis",2017-08-14,officialMedia,0,Browse Apple Podcasts Series Archive,https://podcasts.apple.com/us/podcast/somewhere-in-the-skies/id1227858637,https://podcasts.apple.com/us/podcast/somewhere-in-the-skies/id1227858637,1e6fb60da53fd5035e63,Apple Podcasts,series,audio,True,verified,approved,6,False,False,network_check_pending,2026-07-28T00:00:00Z,23.5C.1-1.0.0,dup-00013,authoritative,media-audit-30265b51c3562680
inv-00038,somewhere-in-the-skies-podcast,Somewhere in the Skies,2017-somewhere-in-the-skies-episode-18,podcast_episode,18,"Somewhere in the Skies Episode #18 — MJ Banias: Whiskey, UFOs, and Shaking the ET Hypothesis",2017-08-14,mediaLinks,0,Browse the official Apple Podcasts archive,https://podcasts.apple.com/us/podcast/somewhere-in-the-skies/id1227858637,https://podcasts.apple.com/us/podcast/somewhere-in-the-skies/id1227858637,1e6fb60da53fd5035e63,Apple Podcasts,series,audio,True,live_verified_fallback,approved,,False,False,network_check_pending,2026-07-28T00:00:00Z,23.5C.1-1.0.0,dup-00013,duplicate,media-audit-30265b51c3562680
inv-00039,somewhere-in-the-skies-podcast,Somewhere in the Skies,2017-somewhere-in-the-skies-episode-18,podcast_episode,18,"Somewhere in the Skies Episode #18 — MJ Banias: Whiskey, UFOs, and Shaking the ET Hypothesis",2017-08-14,referenceSources,0,Official Apple Podcasts series archive (episode-specific page unavailable),https://podcasts.apple.com/us/podcast/somewhere-in-the-skies/id1227858637,https://podcasts.apple.com/us/podcast/somewhere-in-the-skies/id1227858637,1e6fb60da53fd5035e63,Apple Podcasts,episode,audio,False,live_verified_fallback,approved,,False,False,network_check_pending,2026-07-28T00:00:00Z,23.5C.1-1.0.0,dup-00013,duplicate,media-audit-30265b51c3562680
inv-00040,somewhere-in-the-skies-podcast,Somewhere in the Skies,2017-somewhere-in-the-skies-episode-19,podcast_episode,19,Somewhere in the Skies Episode #19 — Ben Mezrich: The 37th Parallel,2017-08-20,officialMedia,0,Browse Apple Podcasts Series Archive,https://podcasts.apple.com/us/podcast/somewhere-in-the-skies/id1227858637,https://podcasts.apple.com/us/podcast/somewhere-in-the-skies/id1227858637,1e6fb60da53fd5035e63,Apple Podcasts,series,audio,True,verified,approved,6,False,False,network_check_pending,2026-07-28T00:00:00Z,23.5C.1-1.0.0,dup-00014,authoritative,media-audit-df550ebf021f4543
inv-00041,somewhere-in-the-skies-podcast,Somewhere in the Skies,2017-somewhere-in-the-skies-episode-19,podcast_episode,19,Somewhere in the Skies Episode #19 — Ben Mezrich: The 37th Parallel,2017-08-20,mediaLinks,0,Browse the official Apple Podcasts archive,https://podcasts.apple.com/us/podcast/somewhere-in-the-skies/id1227858637,https://podcasts.apple.com/us/podcast/somewhere-in-the-skies/id1227858637,1e6fb60da53fd5035e63,Apple Podcasts,series,audio,True,live_verified_fallback,approved,,False,False,network_check_pending,2026-07-28T00:00:00Z,23.5C.1-1.0.0,dup-00014,duplicate,media-audit-df550ebf021f4543
inv-00042,somewhere-in-the-skies-podcast,Somewhere in the Skies,2017-somewhere-in-the-skies-episode-19,podcast_episode,19,Somewhere in the Skies Episode #19 — Ben Mezrich: The 37th Parallel,2017-08-20,referenceSources,0,Official Apple Podcasts series archive (episode-specific page unavailable),https://podcasts.apple.com/us/podcast/somewhere-in-the-skies/id1227858637,https://podcasts.apple.com/us/podcast/somewhere-in-the-skies/id1227858637,1e6fb60da53fd5035e63,Apple Podcasts,episode,audio,False,live_verified_fallback,approved,,False,False,network_check_pending,2026-07-28T00:00:00Z,23.5C.1-1.0.0,dup-00014,duplicate,media-audit-df550ebf021f4543
